700	1399
1400	2799
2100	4199
2800	5599
3500	6999
4200	8399
4900	9799
5600	11199
6300	12599
7000	13999
7700	15399
8400	16799
9100	18199
9800	19599
10500	20999
11200	22399
11900	23799
12600	25199
13300	26599
14000	27999
14700	29399
15400	30799
16100	32199
16800	33599
17500	34999
18200	36399
18900	37799
19600	39199
20300	40599
21000	41999
