700	245350
1400	980700
2100	2206050
2800	3921400
3500	6126750
4200	8822100
4900	12007450
5600	15682800
6300	19848150
7000	24503500
7700	29648850
8400	35284200
9100	41409550
9800	48024900
10500	55130250
11200	62725600
11900	70810950
12600	79386300
13300	88451650
14000	98007000
14700	108052350
15400	118587700
16100	129613050
16800	141128400
17500	153133750
18200	165629100
18900	178614450
19600	192089800
20300	206055150
21000	220510500
