700	925
1400	1885
2100	2809
2800	3717
3500	4663
4200	5585
4900	6531
5600	7387
6300	8403
7000	9345
7700	10283
8400	11277
9100	12191
9800	13111
10500	13933
11200	14939
11900	15871
12600	16901
13300	17775
14000	18759
14700	19621
15400	20573
16100	21449
16800	22525
17500	23547
18200	24413
18900	25283
19600	26255
20300	27111
21000	28177
