700	114
1400	526
2100	1344
2800	1113
3500	995
4200	3627
4900	1746
5600	1452
6300	4941
7000	5445
7700	7107
8400	5944
9100	4332
9800	5190
10500	7104
11200	4676
11900	2602
12600	1960
13300	1232
14000	7340
14700	14144
15400	4740
16100	9190
16800	10921
17500	14936
18200	7423
18900	607
19600	19480
20300	10601
21000	1634
